image1,image2,score
I0319_01_01.png,I0319_04_01.png,2.192483847
I0665_02_02.png,I0665_04_02.png,7.791975916
I0672_03_01.png,I0672_04_01.png,2.232922242
I0350_03_02.png,I0350_06_01.png,3.06181868
I0350_01_02.png,I0350_01_06.png,2.538993095
I0356_01_01.png,I0356_05_02.png,2.812918283
I0949_02_01.png,I0949_06_01.png,3.0225832
I0464_01_01.png,I0464_04_01.png,2.843380778
I0158_01_04.png,I0158_01_05.png,4.574011306
I0113_01_02.png,I0113_01_03.png,2.400411478
I0526_02_01.png,I0526_04_02.png,6.801139463
I0344_01_01.png,I0344_05_02.png,6.111422097
I0096_01_01.png,I0096_01_06.png,4.034437497
I0156_01_02.png,I0156_01_04.png,4.102936984
I0337_01_01.png,I0337_01_03.png,5.10359727
I0070_01_01.png,I0070_01_04.png,5.102456038
I0956_05_02.png,I0956_06_01.png,3.232212528
I0592_01_04.png,I0592_01_05.png,2.880144645
I0674_03_02.png,I0674_04_02.png,9.978123038
I0495_01_04.png,I0495_01_06.png,2.308250315
I0567_02_02.png,I0567_04_01.png,6.067317166
I0261_01_02.png,I0261_01_03.png,3.547073684
I0946_01_01.png,I0946_06_01.png,2.9242372
I0270_03_02.png,I0270_06_01.png,5.106004869
I0707_03_02.png,I0707_05_01.png,5.413151641
I0228_01_01.png,I0228_07_01.png,1.78894504
I0325_04_01.png,I0325_05_01.png,3.825099616
I0412_01_03.png,I0412_01_04.png,4.779276397
I0669_03_01.png,I0669_04_01.png,3.014989688
I0638_01_01.png,I0638_07_02.png,2.414117751
I0286_03_02.png,I0286_05_02.png,6.456033289
I0382_03_01.png,I0382_06_01.png,2.151202839
I0440_01_01.png,I0440_04_02.png,4.333565548
I0301_01_01.png,I0301_07_02.png,2.844520647
I0024_01_01.png,I0024_01_06.png,6.397736503
I0010_05_02.png,I0010_06_01.png,7.793352823
I0895_04_01.png,I0895_06_01.png,3.034649259
I0440_01_01.png,I0440_01_03.png,3.277267149
I0214_01_02.png,I0214_01_05.png,2.623468334
I0212_01_02.png,I0212_01_06.png,5.073946403
I0160_04_01.png,I0160_05_02.png,2.939922001
I0201_01_01.png,I0201_07_01.png,2.604506723
I0192_01_01.png,I0192_01_04.png,4.449186834
I0791_04_02.png,I0791_05_01.png,6.873002373
I0068_05_02.png,I0068_06_01.png,2.448274958
I0580_02_01.png,I0580_03_01.png,2.438789236
I0880_04_01.png,I0880_06_01.png,3.930659123
I0968_01_01.png,I0968_07_01.png,2.342620881
I0628_02_02.png,I0628_04_01.png,7.033782339
I0814_03_01.png,I0814_04_02.png,6.26296955
I0010_03_01.png,I0010_06_01.png,2.947775256
I0369_01_04.png,I0369_01_06.png,5.944500367
I0289_01_03.png,I0289_01_04.png,3.167124622
I0602_01_04.png,I0602_01_05.png,3.110843072
I0040_01_01.png,I0040_01_03.png,4.675074368
I0082_05_01.png,I0082_05_02.png,8.302657278
I0652_03_02.png,I0652_05_01.png,5.730872191
I0435_03_02.png,I0435_06_01.png,6.495863437
I0231_03_01.png,I0231_06_01.png,3.409213783
I0519_01_03.png,I0519_01_05.png,3.060816575
I0006_01_02.png,I0006_01_03.png,3.621615939
I0143_01_01.png,I0143_01_02.png,9.612666693
I0148_04_02.png,I0148_05_02.png,5.669523103
I0357_01_04.png,I0357_01_05.png,5.458725038
I0575_04_01.png,I0575_05_02.png,2.681408373
I0216_04_02.png,I0216_05_01.png,6.195257872
I0490_01_04.png,I0490_01_06.png,6.069224108
I0027_01_01.png,I0027_01_06.png,2.937161431
I0617_01_01.png,I0617_05_01.png,6.227791867
I0651_02_02.png,I0651_05_01.png,3.664474515
I0194_02_02.png,I0194_04_02.png,6.901829079
I0778_07_01.png,I0778_07_02.png,2.328514426
I0313_01_03.png,I0313_01_04.png,7.126953019
I0467_02_02.png,I0467_05_01.png,2.525787567
I0752_07_01.png,I0752_07_02.png,3.472058314
I0246_01_02.png,I0246_01_04.png,5.404441521
I0286_01_03.png,I0286_01_04.png,4.945909271
I0964_01_01.png,I0964_07_01.png,2.378138871
I0548_01_03.png,I0548_01_04.png,5.080909064
I0526_03_02.png,I0526_05_01.png,8.153098497
I0392_01_02.png,I0392_01_04.png,10.41126656
I0534_02_02.png,I0534_03_01.png,5.815918758
I0754_02_02.png,I0754_05_02.png,5.551278252
I0506_01_01.png,I0506_01_04.png,4.539672142
I0411_01_01.png,I0411_07_02.png,2.45552309
I0164_03_01.png,I0164_03_02.png,4.627307746
I0075_03_02.png,I0075_04_01.png,4.973564249
I0145_01_01.png,I0145_02_02.png,6.705729416
I0063_03_01.png,I0063_04_01.png,3.640406842
I0073_01_04.png,I0073_01_05.png,4.566492241
I0126_01_01.png,I0126_01_02.png,13.78382453
I0629_01_01.png,I0629_01_05.png,5.435275023
I0213_01_03.png,I0213_01_05.png,2.076882964
I0757_02_01.png,I0757_04_02.png,5.095947713
I0253_02_01.png,I0253_05_02.png,6.200394597
I0459_01_01.png,I0459_01_05.png,2.059099671
I0418_01_03.png,I0418_01_06.png,8.158341673
I0821_01_01.png,I0821_03_01.png,3.775328339
I0490_01_01.png,I0490_05_02.png,2.890947214
I0954_01_01.png,I0954_06_01.png,2.095618849
I0101_01_01.png,I0101_01_05.png,4.46723709
I0050_01_01.png,I0050_01_05.png,5.612320002
I0066_01_03.png,I0066_01_05.png,7.009733453
I0464_02_02.png,I0464_03_02.png,7.12015501
I0151_01_01.png,I0151_01_06.png,3.74368272
I0341_01_01.png,I0341_01_04.png,5.610173977
I0209_01_03.png,I0209_01_05.png,4.270390971
I0624_04_01.png,I0624_04_02.png,6.816518275
I0617_03_01.png,I0617_04_01.png,3.372230718
I0561_01_03.png,I0561_01_06.png,4.924675092
I0305_01_02.png,I0305_01_03.png,5.380617171
I0512_03_02.png,I0512_04_02.png,4.031894932
I0323_01_02.png,I0323_01_06.png,4.179106659
I0945_03_02.png,I0945_04_02.png,3.893834392
I0090_01_01.png,I0090_05_02.png,2.108410937
I0760_01_01.png,I0760_03_01.png,3.030656142
I0649_01_01.png,I0649_01_04.png,4.545797834
I0636_01_01.png,I0636_01_06.png,4.612310358
I0358_01_01.png,I0358_07_02.png,2.326786406
I0261_01_01.png,I0261_07_02.png,3.646520427
I0524_03_01.png,I0524_06_01.png,5.546489726
I0156_02_02.png,I0156_03_01.png,7.764369768
I0349_02_02.png,I0349_05_01.png,5.389541118
I0867_05_01.png,I0867_06_01.png,3.831840494
I0583_01_01.png,I0583_01_06.png,4.7992588
I0502_01_04.png,I0502_01_05.png,5.74292934
I0213_04_02.png,I0213_05_01.png,5.010323666
I0566_01_01.png,I0566_01_04.png,3.450532377
I0086_01_01.png,I0086_02_02.png,6.258570857
I0911_03_01.png,I0911_04_02.png,5.07909932
I0627_03_02.png,I0627_04_02.png,7.158772664
I0630_01_01.png,I0630_01_06.png,5.747921719
I0054_01_04.png,I0054_01_06.png,8.23164926
I0136_01_01.png,I0136_01_04.png,5.933834779
I0743_04_01.png,I0743_04_02.png,8.261827945
I0077_03_01.png,I0077_04_02.png,6.908013278
I0886_05_01.png,I0886_06_01.png,3.371273829
I0649_01_03.png,I0649_01_06.png,4.264872508
I0265_02_02.png,I0265_05_02.png,3.896544996
I0191_03_02.png,I0191_05_02.png,3.7724872
I0325_02_02.png,I0325_04_01.png,9.299691088
I0694_03_01.png,I0694_04_01.png,2.676145413
I0287_01_01.png,I0287_03_01.png,3.814320639
I0163_04_01.png,I0163_05_01.png,8.201490243
I0132_03_02.png,I0132_05_01.png,8.467513428
I0392_03_01.png,I0392_05_01.png,7.589925041
I0444_01_01.png,I0444_07_01.png,2.042321935
I0562_01_01.png,I0562_01_02.png,4.365134381
I0566_01_01.png,I0566_03_02.png,3.041769122
I0154_01_01.png,I0154_01_05.png,4.606607126
I0360_01_01.png,I0360_01_03.png,3.870222612
I0548_01_01.png,I0548_05_02.png,3.055998386
I0082_01_01.png,I0082_01_03.png,2.761439609
I0487_01_01.png,I0487_07_01.png,2.553598623
I0478_01_04.png,I0478_01_05.png,2.404324312
I0582_03_01.png,I0582_04_01.png,2.456187771
I0442_01_04.png,I0442_01_06.png,2.439238704
I0883_03_01.png,I0883_03_02.png,3.083375316
I0757_01_01.png,I0757_04_01.png,2.972684548
I0440_03_02.png,I0440_05_02.png,7.574589159
I0398_02_02.png,I0398_05_02.png,7.675687601
I0437_05_01.png,I0437_06_01.png,5.407405174
I0512_04_02.png,I0512_05_02.png,4.975630462
I0568_04_01.png,I0568_05_01.png,6.57448682
I0395_01_03.png,I0395_01_06.png,7.066638789
I0560_01_03.png,I0560_01_04.png,3.86896178
I0247_01_02.png,I0247_01_05.png,4.105972551
I0943_03_02.png,I0943_06_01.png,2.862913702
I0070_01_01.png,I0070_07_02.png,3.030285076
I0971_01_01.png,I0971_02_02.png,3.070340975
I0214_01_01.png,I0214_05_02.png,4.892527371
I0134_03_02.png,I0134_06_01.png,5.900360061
I0146_01_02.png,I0146_01_06.png,6.055825202
I0800_05_01.png,I0800_05_02.png,5.264871344
I0819_02_02.png,I0819_03_02.png,3.419768329
I0340_01_01.png,I0340_01_03.png,3.44492744
I0478_01_05.png,I0478_01_06.png,5.408888206
I0347_01_02.png,I0347_01_03.png,4.609180578
I0499_03_02.png,I0499_04_02.png,7.204708919
I0083_01_01.png,I0083_02_02.png,2.713769463
I0073_01_01.png,I0073_07_01.png,1.864265054
I0308_02_01.png,I0308_03_02.png,7.047595559
I0859_02_01.png,I0859_03_01.png,4.13815873
I0271_01_01.png,I0271_07_01.png,4.227889595
I0414_01_02.png,I0414_01_04.png,3.913071013
I0405_01_04.png,I0405_01_05.png,2.689563906
I0495_01_02.png,I0495_01_04.png,2.323218822
I0753_03_02.png,I0753_05_02.png,3.688650668
I0365_01_01.png,I0365_07_02.png,4.141722784
I0821_03_01.png,I0821_05_02.png,5.883303095
I0899_02_01.png,I0899_03_02.png,4.075080739
I0049_04_02.png,I0049_05_02.png,3.513504743
I0522_01_03.png,I0522_01_04.png,2.71500322
I0385_01_01.png,I0385_01_06.png,2.657241007
I0098_02_01.png,I0098_03_02.png,4.696970338
I0821_02_01.png,I0821_05_02.png,7.538912879
I0808_07_01.png,I0808_07_02.png,5.639185152
I0488_01_02.png,I0488_01_06.png,2.314621258
I0639_02_02.png,I0639_05_02.png,3.975518328
I0760_05_01.png,I0760_06_01.png,6.566007029
I0965_04_01.png,I0965_04_02.png,2.930635752
I0180_01_01.png,I0180_02_01.png,4.454457753
I0010_01_02.png,I0010_01_06.png,6.638853697
I0208_01_01.png,I0208_01_06.png,4.631468625
I0122_01_01.png,I0122_03_02.png,2.944298016
I0810_04_01.png,I0810_04_02.png,8.19480112
I0370_03_01.png,I0370_04_02.png,9.71143646
I0035_02_01.png,I0035_03_02.png,4.159173075
I0487_01_01.png,I0487_01_03.png,5.090240082
I0381_03_01.png,I0381_05_01.png,4.487751986
I0382_01_01.png,I0382_07_02.png,2.233857345
I0862_01_01.png,I0862_04_01.png,5.761187936
I0274_01_01.png,I0274_01_05.png,2.370506552
I0962_04_01.png,I0962_05_02.png,2.842197495
I0434_01_02.png,I0434_01_03.png,2.119964602
I0588_01_01.png,I0588_01_03.png,4.284446267
I0869_07_01.png,I0869_07_02.png,6.65422641
I0434_03_01.png,I0434_05_01.png,5.552483998
I0436_01_03.png,I0436_01_04.png,3.179996617
I0273_03_01.png,I0273_06_01.png,3.296246443
I0293_01_05.png,I0293_01_06.png,6.702422431
I0294_02_02.png,I0294_06_01.png,7.271555695
I0027_02_01.png,I0027_02_02.png,10.93047147
I0553_02_02.png,I0553_04_01.png,6.740485717
I0080_03_01.png,I0080_05_01.png,7.501253395
I0291_01_01.png,I0291_06_01.png,2.364575391
I0548_01_01.png,I0548_01_05.png,4.232681021
I0270_01_01.png,I0270_01_06.png,3.60084956
I0710_01_01.png,I0710_06_01.png,3.170577382
I0148_01_03.png,I0148_01_06.png,4.256811027
I0764_01_01.png,I0764_07_02.png,2.599399088
I0050_04_01.png,I0050_04_02.png,9.772762464
I0496_01_01.png,I0496_01_02.png,2.649400915
I0129_03_01.png,I0129_05_02.png,4.913092489
I0827_01_01.png,I0827_05_02.png,2.334008407
I0122_01_02.png,I0122_01_06.png,7.520865694
I0369_01_01.png,I0369_01_02.png,4.443436628
I0951_03_01.png,I0951_04_01.png,3.905049055
I0565_01_01.png,I0565_01_03.png,3.744670906
I0786_02_02.png,I0786_03_01.png,4.191360233
I0471_04_01.png,I0471_05_02.png,4.940160995
I0787_03_02.png,I0787_05_02.png,3.551768251
I0663_01_01.png,I0663_05_02.png,5.946643506
I0650_01_03.png,I0650_01_05.png,5.469688526
I0284_07_01.png,I0284_07_02.png,6.029941163
I0646_01_01.png,I0646_03_01.png,2.922349066
I0749_03_01.png,I0749_06_01.png,2.843191551
I0155_04_02.png,I0155_06_01.png,7.37100402
I0847_03_01.png,I0847_04_02.png,5.962643843
I0402_04_01.png,I0402_05_01.png,6.448338331
I0903_01_01.png,I0903_06_01.png,3.142128732
I0444_01_03.png,I0444_01_04.png,4.387873457
I0082_02_02.png,I0082_06_01.png,3.835901923
I0633_01_01.png,I0633_02_01.png,2.777475105
I0817_02_02.png,I0817_03_01.png,5.636093961
I0130_01_01.png,I0130_01_06.png,5.793651244
I0111_02_02.png,I0111_05_02.png,5.747704969
I0207_01_02.png,I0207_01_03.png,3.984464944
I0803_04_02.png,I0803_06_01.png,4.590690378
I0920_03_01.png,I0920_05_01.png,4.461594818
I0558_02_01.png,I0558_04_01.png,3.697776406
I0834_01_01.png,I0834_04_02.png,6.164201776
I0188_01_01.png,I0188_01_04.png,7.14595516
I0062_01_04.png,I0062_01_06.png,3.955940552
I0462_01_01.png,I0462_01_02.png,3.769088428
I0534_01_01.png,I0534_01_04.png,4.620825673
I0783_03_01.png,I0783_05_01.png,4.777383403
I0080_03_01.png,I0080_04_02.png,6.090349262
I0706_05_01.png,I0706_05_02.png,5.49286142
I0693_02_01.png,I0693_06_01.png,2.879996615
I0319_02_01.png,I0319_06_01.png,4.169358927
I0697_07_01.png,I0697_07_02.png,4.892604064
I0435_01_01.png,I0435_03_01.png,3.926159961
I0191_01_01.png,I0191_01_06.png,5.839564633
I0046_03_02.png,I0046_04_01.png,6.564298366
I0307_01_04.png,I0307_01_06.png,7.046612802
I0923_04_02.png,I0923_06_01.png,6.727220847
I0176_03_02.png,I0176_06_01.png,5.286603686
I0331_01_02.png,I0331_01_06.png,6.637683428
I0086_03_01.png,I0086_05_01.png,6.15971645
I0965_03_02.png,I0965_05_02.png,3.269440905
I0538_01_04.png,I0538_01_06.png,3.696616307
I0382_02_01.png,I0382_03_01.png,2.663662589
I0896_04_02.png,I0896_05_01.png,6.509819724
I0915_04_02.png,I0915_05_02.png,6.525167548
I0512_02_01.png,I0512_05_01.png,3.556254139
I0064_07_01.png,I0064_07_02.png,4.914319592
I0136_01_02.png,I0136_01_03.png,3.435911485
I0922_03_02.png,I0922_05_01.png,6.268032013
I0535_01_01.png,I0535_05_02.png,2.169807417
I0178_01_01.png,I0178_07_02.png,2.16193068
I0017_01_02.png,I0017_01_05.png,9.243872487
I0261_04_01.png,I0261_05_01.png,4.636444074
I0601_01_03.png,I0601_01_06.png,2.550550489
I0027_01_01.png,I0027_04_01.png,3.17563048
I0404_01_02.png,I0404_01_04.png,10.75153664
I0304_03_01.png,I0304_06_01.png,5.44254738
I0386_01_02.png,I0386_01_03.png,3.490042545
I0237_07_01.png,I0237_07_02.png,5.60066699
I0795_01_01.png,I0795_07_01.png,2.106307644
I0362_01_03.png,I0362_01_04.png,6.652583029
I0806_03_01.png,I0806_04_02.png,4.714922838
I0874_04_01.png,I0874_05_01.png,4.804286344
I0946_03_01.png,I0946_03_02.png,7.279306455
I0111_01_01.png,I0111_01_04.png,3.483883496
I0903_01_01.png,I0903_04_02.png,5.461004603
I0752_02_01.png,I0752_02_02.png,4.379583727
I0743_03_02.png,I0743_04_02.png,7.676359799
I0779_02_01.png,I0779_06_01.png,3.275863249
I0150_02_01.png,I0150_03_01.png,5.738334599
I0886_02_01.png,I0886_03_02.png,4.622991925
I0918_04_02.png,I0918_05_01.png,4.197383833
I0830_03_02.png,I0830_04_01.png,5.230352072
I0869_01_01.png,I0869_04_02.png,5.859791526
I0727_02_01.png,I0727_05_02.png,4.312005786
I0775_01_01.png,I0775_02_02.png,3.132517586
I0821_03_02.png,I0821_06_01.png,4.461712246
I0412_01_05.png,I0412_01_06.png,3.443468536
I0627_04_02.png,I0627_06_01.png,4.122405331
I0739_05_01.png,I0739_06_01.png,4.853324832
I0208_04_01.png,I0208_06_01.png,2.49282491
I0931_04_01.png,I0931_06_01.png,3.020666822
I0520_01_03.png,I0520_01_04.png,4.905542189
I0184_02_01.png,I0184_06_01.png,5.154658858
I0795_04_02.png,I0795_05_01.png,8.21876057
I0983_01_01.png,I0983_07_02.png,3.151275347
I0649_01_01.png,I0649_07_02.png,3.838805764
I0330_01_05.png,I0330_01_06.png,5.591134433
I0304_01_02.png,I0304_01_06.png,8.043754761
I0033_01_03.png,I0033_01_04.png,5.489200124
I0044_05_01.png,I0044_05_02.png,5.615673839
I0737_04_02.png,I0737_05_01.png,4.449715119
I0074_01_02.png,I0074_01_05.png,4.37253994
I0165_03_01.png,I0165_04_01.png,5.522344766
I0104_03_01.png,I0104_05_01.png,5.154810839
I0506_01_02.png,I0506_01_06.png,3.758928965
I0394_04_02.png,I0394_05_01.png,9.942066711
I0535_03_01.png,I0535_03_02.png,7.052364592
I0666_02_02.png,I0666_05_02.png,6.20416482
I0521_02_01.png,I0521_04_02.png,4.309420689
I0832_01_01.png,I0832_07_01.png,5.167290599
I0661_01_01.png,I0661_01_02.png,2.768785347
I0286_01_04.png,I0286_01_05.png,5.549855619
I0488_02_01.png,I0488_03_02.png,7.127369482
I0487_04_01.png,I0487_05_01.png,5.429908165
I0114_01_02.png,I0114_01_04.png,8.522936941
I0380_01_04.png,I0380_01_06.png,2.9599558
I0484_01_01.png,I0484_02_01.png,6.138146009
I0487_01_02.png,I0487_01_03.png,5.923992062
I0960_07_01.png,I0960_07_02.png,5.098339194
I0513_01_04.png,I0513_01_06.png,3.587363267
I0040_01_03.png,I0040_01_05.png,3.275827452
I0662_01_04.png,I0662_01_05.png,5.175445629
I0418_01_01.png,I0418_01_04.png,5.607098557
I0506_03_02.png,I0506_04_02.png,6.461610177
I0310_02_02.png,I0310_03_02.png,5.609880716
I0661_02_02.png,I0661_06_01.png,3.584511948
I0494_01_01.png,I0494_06_01.png,2.621371249
I0636_01_01.png,I0636_01_02.png,3.952249691
I0039_01_01.png,I0039_02_01.png,4.352334198
I0398_01_02.png,I0398_01_04.png,2.792298531
I0762_02_02.png,I0762_05_02.png,4.347466272
I0786_03_02.png,I0786_05_02.png,2.814249239
I0289_02_02.png,I0289_03_02.png,5.503878197
I0058_01_02.png,I0058_01_03.png,4.211505231
I0530_05_01.png,I0530_06_01.png,5.876542435
I0038_02_02.png,I0038_06_01.png,7.540873753
I0277_01_01.png,I0277_01_03.png,4.430229967
I0056_02_01.png,I0056_05_02.png,4.330467932
I0069_01_01.png,I0069_02_01.png,4.564804069
I0970_01_01.png,I0970_06_01.png,2.342439883
I0132_01_01.png,I0132_07_01.png,4.516370578
I0004_03_02.png,I0004_04_01.png,6.2506993
I0167_01_01.png,I0167_02_01.png,3.024811385
I0324_01_03.png,I0324_01_06.png,5.682938207
I0287_03_01.png,I0287_06_01.png,3.517410491
I0172_01_01.png,I0172_05_01.png,3.742193897
I0939_05_02.png,I0939_06_01.png,3.311343571
I0071_02_01.png,I0071_03_02.png,2.673894957
I0659_01_01.png,I0659_05_01.png,3.736042808
I0817_03_01.png,I0817_06_01.png,4.219064862
I0478_02_02.png,I0478_05_01.png,5.293391932
I0592_01_01.png,I0592_01_04.png,3.12644275
I0567_01_01.png,I0567_07_02.png,2.137466278
I0583_01_04.png,I0583_01_05.png,4.568321956
I0423_01_04.png,I0423_01_05.png,2.251898232
I0013_05_01.png,I0013_05_02.png,6.827436272
I0348_01_02.png,I0348_01_04.png,7.615805607
I0381_04_01.png,I0381_05_02.png,4.89458471
I0787_01_01.png,I0787_04_02.png,3.786855079
I0154_01_01.png,I0154_03_02.png,4.293601358
I0402_04_01.png,I0402_04_02.png,2.978939327
I0653_02_01.png,I0653_04_01.png,6.22363009
I0040_03_02.png,I0040_04_02.png,9.823203104
I0753_01_01.png,I0753_05_01.png,2.888322419
I0956_01_01.png,I0956_07_02.png,2.906859148
I0273_01_01.png,I0273_01_03.png,3.797292916
I0398_01_02.png,I0398_01_06.png,7.015433203
I0119_01_01.png,I0119_02_02.png,4.358325937
I0660_01_01.png,I0660_05_02.png,2.247567701
I0058_01_03.png,I0058_01_04.png,2.730989708
I0908_02_01.png,I0908_04_01.png,3.305487449
I0016_04_01.png,I0016_04_02.png,2.812615243
I0588_01_01.png,I0588_01_02.png,5.08944107
I0040_01_04.png,I0040_01_06.png,2.326859353
I0176_03_02.png,I0176_05_01.png,6.608135349
I0518_01_01.png,I0518_01_06.png,6.092951077
I0907_03_02.png,I0907_04_02.png,6.457207683
I0126_01_01.png,I0126_07_01.png,4.660579309
I0987_03_01.png,I0987_04_02.png,6.951528124
I0017_02_01.png,I0017_03_01.png,6.18573315
I0445_03_02.png,I0445_05_02.png,2.963787491
I0882_07_01.png,I0882_07_02.png,3.260492986
I0760_03_02.png,I0760_05_02.png,3.775450102
I0412_02_01.png,I0412_06_01.png,2.606820761
I0747_02_01.png,I0747_02_02.png,6.853154549
I0228_01_01.png,I0228_06_01.png,2.681401316
I0054_04_01.png,I0054_05_02.png,3.445760761
I0134_01_01.png,I0134_01_03.png,2.926613896
I0775_01_01.png,I0775_02_01.png,3.166384449
I0301_04_01.png,I0301_05_01.png,5.23266583
I0918_01_01.png,I0918_02_01.png,3.439509561
I0316_01_02.png,I0316_01_03.png,3.90601051
I0582_02_02.png,I0582_05_01.png,4.850229791
I0698_07_01.png,I0698_07_02.png,4.76551158
I0735_01_01.png,I0735_06_01.png,2.379930497
I0245_01_03.png,I0245_01_04.png,8.059959922
I0160_04_01.png,I0160_06_01.png,3.43123916
I0409_01_01.png,I0409_01_04.png,5.85236149
I0886_04_01.png,I0886_04_02.png,9.005825361
I0654_01_02.png,I0654_01_03.png,3.586370346
I0164_01_03.png,I0164_01_05.png,1.616192327
I0095_01_02.png,I0095_01_06.png,5.0705458
I0440_01_01.png,I0440_01_06.png,4.593231508
I0397_03_01.png,I0397_05_02.png,4.555864755
I0441_01_02.png,I0441_01_06.png,3.496992797
I0647_01_01.png,I0647_01_02.png,4.719685538
I0412_01_01.png,I0412_01_05.png,3.904259965
I0176_03_02.png,I0176_04_02.png,9.469340039
I0123_01_01.png,I0123_02_01.png,4.989866959
I0046_01_01.png,I0046_01_02.png,3.282170886
I0440_02_01.png,I0440_06_01.png,5.229589776
I0488_03_02.png,I0488_06_01.png,6.645950458
I0043_01_01.png,I0043_01_05.png,4.827936017
I0575_01_01.png,I0575_01_02.png,3.672909253
I0122_04_02.png,I0122_05_02.png,8.383301037
I0039_02_01.png,I0039_05_02.png,7.767811717
I0566_01_01.png,I0566_01_02.png,3.093816109
I0013_05_02.png,I0013_06_01.png,3.336454634
I0045_02_01.png,I0045_06_01.png,2.843597515
I0273_04_01.png,I0273_05_02.png,2.843153613
I0392_01_01.png,I0392_01_06.png,8.529498782
I0077_02_02.png,I0077_03_02.png,6.832808686
I0126_02_01.png,I0126_02_02.png,5.877146995
I0202_01_01.png,I0202_05_01.png,4.241771301
I0388_01_03.png,I0388_01_06.png,6.449263417
I0579_01_01.png,I0579_07_01.png,3.362772918
I0588_01_03.png,I0588_01_06.png,3.825521342
I0845_02_01.png,I0845_06_01.png,3.592664114
I0319_01_04.png,I0319_01_05.png,8.064575835
I0076_01_03.png,I0076_01_05.png,2.305656851
I0966_01_01.png,I0966_07_02.png,3.670520967
I0641_01_05.png,I0641_01_06.png,4.841686558
I0544_01_01.png,I0544_01_03.png,4.539223979
I0201_01_01.png,I0201_07_02.png,3.01511573
I0575_01_02.png,I0575_01_04.png,3.693341091
I0879_05_02.png,I0879_06_01.png,4.489760457
I0392_01_02.png,I0392_01_06.png,4.675810102
I0617_04_02.png,I0617_05_01.png,8.036095562
I0072_03_01.png,I0072_04_01.png,4.302598143
I0447_05_02.png,I0447_06_01.png,5.37397788
I0807_03_01.png,I0807_03_02.png,3.414321653
I0935_02_01.png,I0935_04_01.png,3.88808071
I0472_03_02.png,I0472_05_02.png,5.094114486
I0972_05_01.png,I0972_06_01.png,7.394329738
I0034_01_01.png,I0034_01_03.png,5.626179378
I0121_01_04.png,I0121_01_06.png,6.566984803
I0299_01_01.png,I0299_01_06.png,4.087381697
I0317_02_02.png,I0317_06_01.png,3.875019571
I0459_01_01.png,I0459_07_02.png,2.251485325
I0218_01_01.png,I0218_01_02.png,3.956069022
I0050_04_02.png,I0050_05_02.png,6.801724307
I0043_05_01.png,I0043_05_02.png,4.5563619
I0390_01_04.png,I0390_01_06.png,2.338866094
I0517_04_02.png,I0517_05_01.png,9.123578843
I0511_01_01.png,I0511_01_02.png,2.887487831
I0326_05_01.png,I0326_05_02.png,3.904434102
I0043_01_01.png,I0043_01_03.png,2.911861967
I0482_01_01.png,I0482_05_02.png,6.158017233
I0027_01_03.png,I0027_01_06.png,5.210823865
I0104_01_01.png,I0104_07_01.png,3.003120108
I0766_02_01.png,I0766_04_02.png,6.381238664
I0261_01_01.png,I0261_03_01.png,3.55511356
I0494_01_01.png,I0494_07_01.png,2.402300804
I0440_01_01.png,I0440_05_01.png,6.337078262
I0867_01_01.png,I0867_06_01.png,2.489025118
I0587_01_02.png,I0587_01_05.png,2.540209818
I0462_01_05.png,I0462_01_06.png,4.945166549
I0417_01_03.png,I0417_01_06.png,7.696540632
I0590_04_02.png,I0590_05_01.png,6.100821777
I0912_03_02.png,I0912_05_02.png,3.617788823
I0203_03_01.png,I0203_04_01.png,5.180973835
I0282_03_02.png,I0282_04_02.png,8.124861647
I0430_01_01.png,I0430_07_02.png,3.046266058
I0666_01_03.png,I0666_01_06.png,4.151804729
I0424_02_01.png,I0424_04_02.png,8.098951655
I0030_01_02.png,I0030_01_05.png,3.574742889
I0228_02_02.png,I0228_04_02.png,7.888976596
I0755_05_01.png,I0755_05_02.png,4.222052862
I0916_05_01.png,I0916_06_01.png,3.36737249
I0568_02_01.png,I0568_05_02.png,6.913456949
I0239_03_02.png,I0239_04_02.png,8.305855705
I0380_04_01.png,I0380_04_02.png,8.339587852
I0404_02_02.png,I0404_03_01.png,5.01399495
I0313_04_02.png,I0313_05_02.png,5.919767888
I0424_01_03.png,I0424_01_06.png,5.620643563
I0015_01_01.png,I0015_07_01.png,6.501719156
I0299_01_03.png,I0299_01_04.png,3.835707802
I0626_01_03.png,I0626_01_05.png,3.812430318
I0408_02_01.png,I0408_04_02.png,8.007052961
I0844_03_01.png,I0844_03_02.png,2.9090072
I0718_02_01.png,I0718_04_01.png,4.459148451
I0821_02_02.png,I0821_04_02.png,7.263495907
I0951_04_02.png,I0951_05_01.png,4.340336199
I0647_01_02.png,I0647_01_03.png,7.959452625
I0202_01_01.png,I0202_02_01.png,4.79632551
I0915_02_01.png,I0915_04_01.png,3.955633613
I0611_03_02.png,I0611_06_01.png,3.028203803
I0643_01_02.png,I0643_01_03.png,5.380782525
I0666_01_04.png,I0666_01_06.png,6.622619524
I0568_01_01.png,I0568_01_04.png,2.701121616
I0380_01_02.png,I0380_01_04.png,4.786264431
I0331_01_04.png,I0331_01_06.png,6.860306323
I0376_01_04.png,I0376_01_05.png,2.467280706
I0125_01_04.png,I0125_01_05.png,4.349741678
I0427_01_02.png,I0427_01_03.png,3.737044818
I0098_07_01.png,I0098_07_02.png,4.595274863
I0531_04_01.png,I0531_05_01.png,8.233581349
